life,LMP,Temperature,Stress,C,Si,Mn,P,S,Cr,Mo,W,Ni,Cu,V,Nb,N,Al,O,N_T,N_Time,CR_N,T_T,T_Time
164,37724.3254,973,37,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.01,1183,0.17,1.00E-05,993,1.17
561,38244.0232,973,29,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.01,1183,0.17,1.00E-05,993,1.17
901,38444.22955,973,26,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.01,1183,0.17,1.00E-05,993,1.17
2837,38928.91447,973,22,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.01,1183,0.17,1.00E-05,993,1.17
11278,39512.10416,973,18,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.01,1183,0.17,1.00E-05,993,1.17
1,31913.65208,873,266,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
1.6,32091.84883,873,268,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
30,33203.17894,873,203,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
165,33849.51557,873,194,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
25,36929.47796,973,118,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
109,37551.69832,973,97,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
524,38215.19168,973,70,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
1018,38495.82092,973,60,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0099,1453,1,1,1073,2
1.6,32091.84883,873,268,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
10,32786.65208,873,232,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
63,33484.47638,873,203,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
722,34409.15506,873,194,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
46,37187.1457,973,118,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
206,37820.67514,973,97,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
1836,38745.03045,973,59,0.005,0.071,0.48,0.003,0.0013,8.87,0.42,0.85,0.2,0.05,0.232,0.303,0.1514,0.002,0.00432,1453,1,1,1073,2
7.5,32677.58057,873,264,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
70,33524.42267,873,234,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
270,34036.23265,873,204,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
1.4,35711.46491,973,171,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
139,37654.43573,973,97,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
758,38371.20047,973,70,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
1180,38558.22353,973,59,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
1977,38776.29682,973,48,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.035,1453,1,1,1053,2
19,33030.00398,873,264,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
187,33896.96981,873,236,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
3837,35042.47692,873,203,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
89,37466.03881,973,113,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
239,37883.46349,973,98,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
1069,38516.47764,973,69,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
1584,38682.64412,973,59,0.007,0.072,0.48,0.003,0.001,9.03,0.44,0.85,0.2,0.05,0.232,0.31,0.1636,0.002,0.0207,1453,1,1,1053,2
245,33999.39407,873,217,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
499,34269.09386,873,203,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
1977,34791.06591,873,203,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
1978,34791.25763,873,193,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
9557,35388.47283,873,171,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
5,36249.38015,973,137,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
23,36894.24352,973,114,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
157,37705.8927,973,96,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
1180,38558.22353,973,77,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
2181,38817.7943,973,67,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
5411,39201.76137,973,58,0.085,0.06,0.45,0.004,0.002,9,0.5,1.8,0.2,0.05,0.2,0.05,0.048,0.012,0.0067,1423,1,1,1073,2
2,32176.45127,873,236,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
25,33134.05371,873,203,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
153,33820.8877,873,175,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
3.5,36098.66054,973,116,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
42,37148.70389,973,100,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
305,37986.50608,973,70,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
969,38474.97537,973,58,0.005,0.069,0.42,0.004,0.002,8.97,0.5,1.44,0.2,0.05,0.234,0.051,0.05,0.002,0.0287,1453,1,1,1073,2
28,33177.02104,873,267,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
277,34045.93692,873,238,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
4670,35116.96572,873,196,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
8844,35359.07643,873,171,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
63,37320.04069,973,117,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
245,37893.94093,973,99,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
1043,38506.07297,973,54,0.039,0.044,0.49,0.011,0.003,9.01,0.51,1.85,0.2,0.05,0.204,0.036,0.1427,0.002,0.0133,1423,1,1,1053,2
1.5,32067.37975,873,266,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
8.1,32706.7595,873,234,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
101,33663.42464,873,204,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
59,37292.32134,973,117,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
284,37956.36108,973,97,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
1270,38589.28335,973,70,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
2527,38880.01723,973,58,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0197,1453,1,1,1073,2
3.6,32399.30417,873,266,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
18,33009.50498,873,234,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
206,33933.65817,873,206,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
623,34353.24015,873,196,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
87,37456.43457,973,118,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
1209,38568.48312,973,70,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
1882,38755.48722,973,57,0.004,0.07,0.48,0.004,0.001,9.12,0.49,1.55,0.2,0.05,0.234,0.277,0.1618,0.002,0.0229,1453,1,1,1073,2
3.3,32366.31475,873,271,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
25,33134.05371,873,238,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
129,33756.1969,873,204,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
321,34101.83098,873,196,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
1.8,35817.66248,973,173,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
30,37006.52131,973,117,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
500,38195.38015,973,100,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
1624,38693.18254,973,72,0.008,0.076,0.49,0.002,0.001,9.11,0.48,1.38,0.2,0.05,0.236,0.312,0.1171,0.002,0.0174,1453,1,1,1073,2
405,32231.77244,823,138,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
1260,32637.44192,823,119,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
3420,32994.34044,823,100,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
11210,33418.66238,823,79,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
250,34007.05371,873,100,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
850,34471.03481,873,80,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
3500,35007.62349,873,59,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
8620,35349.34993,873,49,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
55,35347.82197,923,78,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
320,36053.72064,923,78,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
1840,36754.89406,923,39,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
36810,37955.85366,923,18,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.009,1203,1,3,1023,1
300,36027.85013,923,79,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
1880,36763.5149,923,58,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
42130,38009.96512,923,29,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
145,33800.52635,873,136,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
450,34229.90661,873,115,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
1640,34720.21076,873,99,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
6020,35213.23982,873,79,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
15090,35561.64779,873,70,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
220,32013.65082,823,198,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
490,32299.86833,823,180,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
1270,32640.26742,823,160,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
3980,33048.54073,823,139,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
13110,33474.62397,823,119,0.101,0.29,0.48,0.001,0.004,9.01,0.1,0.99,0.2,0.05,0.01,0.005,0.001,0.005,0.011,1223,1,3,1023,1
960,36494.10356,923,84,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
4990,37154.81401,923,69,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
8560,37371.14049,923,58,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
660,34375.11394,873,143,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
1360,34649.23155,873,133,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
7690,35306.06578,873,116,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
15090,35561.64779,873,106,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
550,32341.15545,823,219,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
3290,32980.48918,823,187,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
11140,33416.42347,823,165,0.1,0.28,0.48,0.001,0.003,8.92,0.1,1.92,0.2,0.05,0.01,0.005,0.002,0.005,0.012,1223,1,3,1023,1
200,35865.31789,923,138,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
1000,36510.46721,923,116,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
3510,37013.78568,923,96,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
7890,37338.46928,923,79,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
23900,37782.72847,923,58,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
430,34212.67004,873,187,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
1700,34733.83399,873,166,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
7280,35285.29278,873,145,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
13920,35531.04914,873,134,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
140,31852.10033,823,280,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
650,32400.86465,823,251,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
3870,33038.52308,823,223,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
15420,33532.6304,823,200,0.101,0.29,0.5,0.001,0.002,9.09,0.1,3.93,0.2,0.05,0.01,0.005,0.002,0.005,0.006,1273,1,3,1073,1
201,33924.34224,873,195,0.125,0.3,0.5,0.001,0.002,9.24,0.1,1.06,0.2,0.05,0.18,0.005,0.003,0.005,0.003,1373,1,3,1023,1
811,34453.22729,873,178,0.125,0.3,0.5,0.001,0.002,9.24,0.1,1.06,0.2,0.05,0.18,0.005,0.003,0.005,0.003,1373,1,3,1023,1
2496,34879.4466,873,158,0.125,0.3,0.5,0.001,0.002,9.24,0.1,1.06,0.2,0.05,0.18,0.005,0.003,0.005,0.003,1373,1,3,1023,1
6320,35231.67809,873,147,0.125,0.3,0.5,0.001,0.002,9.24,0.1,1.06,0.2,0.05,0.18,0.005,0.003,0.005,0.003,1373,1,3,1023,1
11084,35444.67214,873,140,0.125,0.3,0.5,0.001,0.002,9.24,0.1,1.06,0.2,0.05,0.18,0.005,0.003,0.005,0.003,1373,1,3,1023,1
380,34165.80316,873,218,0.168,0.3,0.5,0.001,0.002,9.16,0.1,3.08,0.2,0.05,0.16,0.005,0.003,0.005,0.003,1373,1,3,1073,1
1458,34675.6124,873,205,0.168,0.3,0.5,0.001,0.002,9.16,0.1,3.08,0.2,0.05,0.16,0.005,0.003,0.005,0.003,1373,1,3,1073,1
5325,35166.7291,873,196,0.168,0.3,0.5,0.001,0.002,9.16,0.1,3.08,0.2,0.05,0.16,0.005,0.003,0.005,0.003,1373,1,3,1073,1
14153,35537.34283,873,186,0.168,0.3,0.5,0.001,0.002,9.16,0.1,3.08,0.2,0.05,0.16,0.005,0.003,0.005,0.003,1373,1,3,1073,1
35826,35889.46722,873,177,0.168,0.3,0.5,0.001,0.002,9.16,0.1,3.08,0.2,0.05,0.16,0.005,0.003,0.005,0.003,1373,1,3,1073,1
13,31002.61234,823,304,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
86,31677.92918,823,282,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
440,32261.39851,823,253,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
2250,32844.68317,823,228,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
5714,33177.79877,823,214,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
7213,33261.06637,823,202,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
3422,33996.81397,848,176,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
807,33464.77328,848,202,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
75,32589.79647,848,231,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
22,32138.11895,848,261,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
8,32702.04964,873,228,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
47,33373.39351,873,202,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
264,34027.71231,873,176,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
973,34522.27459,873,156,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
1867,34769.36107,873,140,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
5205,35158.08738,873,128,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
2840,35928.63952,898,111,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
670,35365.37482,898,128,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
150,34781.6896,898,153,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
36,34225.11929,898,179,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
8,33638.53445,898,202,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
18,34900.08373,923,151,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
